comments,N,lang
Correcto.,1,catalan
"Super accueil, super chambre et lit. Plein de commerces. Quartier sympa. Anne Helene est une tres bonne hote. Je recommande et je reviens!",1,catalan
Super séjour ! Merci Hugo !,1,catalan
"Appartamento vicino al centro.
Appartamento per 4 persone. Metropolitana vicina.
Negozi e ristoranti vicini.
Consigliato. ",1,catalan
"Très bon accueil avec petite attention, 
Marie-Aude est arrangeante. Appartement propre avec toutes les commodités, quartier calme. Je le conseil les yeux fermés.",1,catalan
Casa a compartir al lado de la Torre Eiffel.,1,catalan
Perfect ☺️,1,english
Super accueil. Excellent hôte.,1,catalan
"És un apartament petit però amb tot el necessari. A més a més està molt ben ubicat, ja que hi ha una parada de metro a 1 minut caminant. La noia de l’apartament és molt simpàtica i agradable. Apartament molt recomanable.",1,catalan
Súper céntrico el departamento. Perfecto para dos personas.,1,catalan
AWESOME PLACE!,1,catalan
Très convivial à recommander,1,catalan
Super adresse à Paris… Je vous la recommande,1,catalan
Appartement correct.,1,catalan
Perfect place )))),1,english
"Appart très bien situé, pensez à prendre vos torchons",1,catalan
"Appartement très sympa, je recommande",1,catalan
"Rapport qualité prix très correct. Excellent accueil/communication. 
Merci Elodie.",1,catalan
Extra!!!,1,catalan
Super accueil. Laila est l’hospitalité en personne!,1,catalan
"Liala是个很热心的房主,她对巴黎各个方面都很了解,给了我们不少十分有用的建议｡住的地方离地铁站,公交站很近,去各个景点,火车站,机场都十分方便｡住处即安静又干净,周围还有很多家餐馆和小超市｡",1,catalan
"Petit estudi amb moqueta, cuina i bany reformats, realment cèntric a pocs metres de Notre Dame i el Panteó. Ideal per poder gaudir d'una estança a París en parella, disfrutar dels restaurants dels districtes V i VI. Amb bona comunicació per visitar la Torre Eiffel, Montmatre, Sacre Coeur, Museu Luvre...",1,catalan
"Appartement très sympa, très bien situé.",1,catalan
Super! Je recommande...,1,catalan
I recommend Marine’s place a lot!,1,catalan
Extraordinario,1,catalan
"Appartement très bien placé, propre & bien équipé. 
Très bon accueil. 

Je recommande !!",1,catalan
"Chambre et sdb très propres + lit confortable, accueil et deco très bien. Je recommande ",1,catalan
exzelllent,1,catalan
Deco propreté chambre impeccable. Accueil tres agréable. Hôtel bien situé.Calme. On reviendra,1,catalan
Hôtel très sympa!,1,catalan
Chambre très propre et original!,1,catalan
Chambre vraiment sympa,1,catalan
"Emplacement exceptionnel! Agréable appartement en plein cœur de Paris. 
J’espère y retourner",1,catalan
"Excellent séjour, grand confort et propreté. A 15 minutes à pied de Bastille, 50 m d'une station de métro, plusieurs bus, on est rapidement dans tout Paris. Marion est particulièrement sympathique et serviable. Commerces en bas de l'immeuble.
Excellent stay, very nice appartment, very clean and with everything you need. Marion is particularly nice and helpfull. 15 minutes from Bastille by foot, 50 m from the subway you can go very fast everywhere in Paris. All shops in the street.
Excelente estancia, apartamento muy cómodo y limpio, con todo lo necesario. Marion es particularmente amable. A 15 minutos de Bastille caminando, 50 m de la estación de metro, se puede ir rápidamente en todo Paris. Muchas tiendas en la calle.",1,catalan
"Très bien aux premiers abords, j ai été littéralement viré de l appartement le dernier jour à 9h30 au lieu de 11h sous prétexte qu’un autre résidant devait rentrer dans les lieux. Pas très honnête, de mauvaise fois et pour couronner le tout, harceler au téléphone toute la journée . 

Very good at first, Sabrina literally kicked me out of the place at 9.30am instead of 11 am . Her excuse: she was expecting someone to come at 11 am and she need time to clean . So why renting until 11 am? Was very rude to me after that and was texting me every 2 minutes until I told her that I will go to the police for harassment. Very bad experience! 

Al primero , fue una buena experiencia. El lugar es muy bonito y el barrio muy tranquilo . El último día, la señora me botó del apartamento a la 9.30 pero alquilé hasta la 11 de la mañana . Me dijo que le da igual y que tiene una otra persona a la 11 y que tengo que ir para que empieza a limpiar . Me mando mensajes todo el día con insultas y no paro antes que la amenazo de ir a la policía . No es una buena persona y no la recomendó.",1,catalan
Super appartement ! On recommande !,1,catalan
Joli petit studio bien placé ! Merci,1,catalan
"Super appartement, propre et complet. Brendan est très disponible ! 
Je recommande vivement",1,catalan
"Ponctuel, arrangeant et de tres bons conseils!",1,catalan
Excellent location! Lovely studio apartment in central Paris!,1,english
Très bonne literie. Chambre impeccable et très calme.,1,catalan
Excelente! Todo cristine genial anfitriona,1,catalan
Excellent cozy apartment,1,english
Excellent clean apartment! Great location!,1,english
Superbe chambre en plein centre de Paris !,1,catalan
Cozy studio in a fantastic location!,1,catalan
Super appart. A recommander sans hesiter,1,catalan
"Thomas, tranquille, prècis - appart propre - fourniture, petit-déjeuner adéquats. Merci",1,catalan
"Très bon accueil, bon rapport qualité-prix ! Je recommande",1,catalan
Merci ❤️,1,catalan
"Pas de problème avec Manon 
Super appart ",1,catalan
Super appartement que je recommande vivement! Merci encore!,1,catalan
Conforme au descriptif. Très bien situé.,1,catalan
"Bel appartement, emplacement idéal",1,catalan
Excellent accueil je recommande !,1,catalan
Très bien merci Clément !,1,catalan
"cuando se aumenta a tercera persona, aumenta el valor en 20 euros",1,catalan
Un petit studio au cœur de Paris !!!  Excellent!,1,catalan
Great location. Super safe location.,1,english
Super appart! Bien situé!,1,catalan
"Apartament ben situat, amb diverses parades de metro i bus molt aprop. Supermercats a dos minuts i bars per prendre alguna cosa o sopar enfront mateix. Vam gaudir amb les vistes al Sagrat Cor que es podien veure des del saló. I si, és un 6 sense ascensor, però després de pujar les torres de Notredame i l'Arc de Triomf, les escales per arribar al Sagrat Cor o les moltes passejades per la ciutat, pujar a l'apartament per descansar mirant aquelles vistes  va ser com un premi. L'apartament disposava de tot allò que podiem necessitar. No vam poder conèixer a en François i l'Alice en persona, però anava responent tot el que li necessitàvem consultar. A l'arribada ens estava esperant una persona per donar-nos les claus.",1,catalan
"El departamento es muy amplio. Y hay comodidad para 3 personas .
Valentina muy atenta y afectuosa!!
El lugar tiene un efecto muy especial.
Pinturas murales originales.
De cultura tehuelche!",1,catalan
Super accueil adresse à conserver,1,catalan
Super! Je recommande!,1,catalan
Great stay! Super central!,1,english
"Très bon accueil
Chambre et literie confortables.",1,catalan
Appartement correct. Salle de bain assez petite.,1,catalan
"super 
je recommande",1,catalan
"Apartament totalment reformat, situat a 20' caminant del centre, amb dues parades de metro a menys de 5'. Situat en un barri amb ambient però calmat. Ha estat perfecte! Repetiria segur! ( Vaig estar amb dos nens)",1,catalan
"Excellent accueil, super quartier.",1,catalan
"a conseiller
merci Stéphane",1,catalan
"Muy bonito el Departamento! Sin dudas lo recomiendo , esta súper cerca de la Torre Eiffel ",1,catalan
"Les fotos no li fan justícia, és un apartament preciós, si t’agrada la decoració i les cases amb personalitat, aquesta és la teva opció. Molta llum, moltes plantes, molta tranquilitat tot i estar en un primer pis...els meus dos fills i jo hem passat 3 dies súper agradables amb la sensació d’estar com a casa nostra. 
Té la parada de Congourt (línia 11) a 2 passes, amb la qual cosa arribes amb un no res al centre (Chatelet), i a 1 horeta de l’aeroport amb tren. Súper ben comunicada.
El barri té encant, multicultural, amb el canal Saint Martin al costat on pots anar a dinar una pizza mentre prens el solet...i amb supers, tendes i restaurants a cada racó. 
Molt recomenable!",1,catalan
Appart très bien situé merci,1,catalan
"Super sympa, très beau logement et très accueillant. Je recommande !",1,catalan
"Super accueil, hôte très sympathique !",1,catalan
"Hola, 
Ens vam allotjar al pis de la Caroline i va ser perfecte. Molt bona comunicació i atenció per part de la Caroline.
L'únic inconvenient pujar els cinc pisos després dels llargs dies de visita per Paris. Tot i així no va ser pas un inconvenient. 
Moltes gràcies per tanta amabilitat.",1,catalan
"Propre bien situe bien equipe et confortable 
Delicates attentions de la part de Benjamin a notre arrivee 
Super",1,catalan
"Mariam 의 숙소는 정말 깨끗하고 많은 관광지와 가까우며 지하철과 버스정류장 또한 매우 가깝습니다. Camboronne 거리를 걷다보면 에펩탑이 금방 나옵니다. 저는 출장을 위해 깨끗하고 테이블이 넓은 곳, 요리를 손쉽게 할 수 있는 것이 참 중요했는데 모든 것이 완벽했습니다. 거실이 방처럼 따로 있으며 환기도 잘 되고 조용하며 깨끗합니다. 한국에서 새벽에 긴급한 전화가 자주오고 새벽에 일처리 할 일이 더러있어서 거실에서 통화를 하여 시끄럽게 하여 Mariam에게 많이 미안합니다.. 이해해주어 고맙습니다. 마지막에도 짐을 맡기고 잠시 다녀왔는데 그것도 흔쾌히 이해해 주었습니다. 근처에 정육점, 빵집, 과일과게, franprix가 모여있습니다. 굉장히 편리해요. 강아지 자이지도 귀엽고 똑똑합니다. 이 숙소를 추천합니다.",1,catalan
"Cosy, calm place. Recomend.",1,catalan
Chiquito pero en el centto,1,catalan
Solo el 1001% de Ellos.,1,catalan
perfecto recomendable,1,catalan
Excellente hôte.,1,catalan
"Super séjour, hôtel calme je recommande.",1,catalan
Chambre bien placer,1,catalan
Large spacious apartment. Good for medium sized groups. Convenient for gare du nord station.,1,english
"El lugar es súper acogedor, buena ubicacion",1,catalan
Bon rapport qualité-prix. A recommander.,1,catalan
Chambre et commodités confortables.,1,catalan
"Super moment passé chez Gabriel. Conforme à la description, il faut aimer les chats. 
Je recommande !",1,catalan
"L'ubicació és realment bona i la casa es silenciosa i acullidora. No hem tingut problemes amb en Saleh, es educat i respetuós. Els únics contras que hem tingut son que l'habitació és petita i té poc espai d'emagatzematge (no té armari).",1,catalan
"Un bonne accueil.
Nous as permis d’arriver Plus tôt que prevu. Et est réactif dès qu’on le contact.
Je recommande vivement.",1,catalan
"L'appart est vraiment canon ! Nicolas est super sympa, perso je reviendrai :)",1,catalan
"Chambre simple, très propre. Accueil  cordial par Philippe.",1,catalan
Super localisation. Super sympa. Merci Philippe!,1,catalan
Super appart très bien placé. Je recommande vivement.,1,catalan
Thanks a lot Eric for your quick responses.,1,catalan
CP值高,1,catalan
Bruno est vraiment genial!,1,catalan
Alicia est une hôtesse formidable. Merci encore!,1,catalan
Excellent Host. Good Communication!,1,english
Joël est sympathique et discret. La chambre est correct. C’est propre.,1,catalan
Very nice Apartment,1,catalan
"Magnifique! Isabelle é muito atenciosa e educada. Sempre disponível e ao mesmo tempo discreta. Ela saía cedo de casa e só chegava tarde. Foi super tranquilo ficar no mesmo apartamento. Cama e ducha excelentes. Localização com 2 metrôs próximos. Supermercado, padarias, restaurantes, farmácias ao lado.  Recomendo a todos!!!",1,catalan
Hôtes très accueillante. Je recommande,1,catalan
Tolles Appartement!,1,catalan
Chambre calme avec vue sur la tour Eiffel.,1,catalan
"Conforme aux photos. 
Merci",1,catalan
"Prima knus appartementje. Alles keurig geregeld. Zeer adequate en snelle communicatie.
Paar haltes vanaf Gare du Nord en dichtbij le Sacre Coeur/Montmartre.",1,catalan
"Proche commerces, Bars, restaurants....",1,catalan
Bien situé (Metro commerces),1,catalan
"Pierre 是一個很友善和很有耐性的Host｡有任何疑問他都會為我們解決,有早餐供應｡地點很方便,樓下有超市,地鐵走幾分鐘就到｡附近景點有巴黎鐵塔和香榭麗舍大道,省了很多時間和車費｡室內環境設計很細緻和有品味,相信他花了不少心機在佈置每一個細節,身在其中很有歐陸感覺,讓人會感受到法國人平日日常的生活細節｡",1,catalan
Comodo per 2 persone.,1,catalan
Belle  appartement bien situé a Paris. Par contre a éviter en période de canicule puisque situé en hauteur. De belles petites attention comme le café le matin. Pour 4 adultes l espace est correct,1,catalan
"Super, adresse à conseiller",1,catalan
"Super logement, je recommande.",1,catalan
Nice Apartment.,1,catalan
"El apartamento de Bruno es muy bueno! Los servicios funcionan perfecto. La ubicación es súper recomendable a dos cuadras de la Torre Eiffel y cerca de supermercados, farmacias. La cercanía permite recorrer caminando Paris",1,catalan
"Molt bon allotjament! Molt cèntric, barri tranquil i poc (Website hidden by Airbnb) a inconventient: el llit és just per a dues persones. Igualment, recomanable 100%",1,catalan
Morgan est tres sympa.,1,catalan
merci Elena votre Studio est bien pratique !,1,catalan
"Excellent standing. Personnel très sympa. Excellent petit déjeuner. 
On reviendra !!",1,catalan
"Ben ubicat, amb bastants serveis al voltant.
Pis petit però correcte per uns dies.",1,catalan
Excellent accueil. A recommander,1,catalan
Super presta !,1,catalan
"Morena est super sympa et l'appart au top! Confortable, propre et surtout ultra bien placé! Je recommande",1,catalan
Super appart. Je recommande,1,catalan
Super Airbnb! Je recommande fortement !,1,catalan
Stylish apartament ! I recommend!,1,catalan
Zona Fantastica .,1,catalan
"Appartement cosy, impeccable ! Je recommande !",1,catalan
A recommander sans hésiter!,1,catalan
"L'apartement est situe Dan's le Centreville de Paris, la position est extraordinaire, super comfortable. Diana est três gentil et disponible.  L'appartamento è situato nella zona centrale di Parigi, nel quartiere les Halles, Vicinissimo al Pompidou. Diana è gentile e disponibile. Consigliatissimo",1,catalan
Cool place to enjoy Paris!,1,catalan
Correspond a la description.,1,catalan
Correct dans l'ensemble.,1,catalan
"Hôtel charmant, propreté top, jacuzzi agréable, Chambre spacieuse, je recommande",1,catalan
"Chambre géniale. Le jacuzzi fonctionne parfaitement. On a passé deux nuits vraiment géniales. À 30min de l’Accor Hotel Arena, metro pas loin, l’hotel est très bien situé.
Nous reviendrons !",1,catalan
"très réactif, merci Arsène.",1,catalan
Nice quiet apartment. Chriztian was a very helpful host.,1,catalan
Tres propre et tres bien equipé. Quartier central. Je recommande,1,catalan
"Super, réactifs ",1,catalan
Excellent spot in Paris!,1,english
"Totalment recomanable, pis genial i ella ha estat un encant amb nosaltres",1,catalan
"Appartement sympa, Nicolas est disponible en cas de problème. 
Il manque juste un micro onde. 
Bon séjour. Je recommande Nicolas.",1,catalan
Carlos est très sympa et ponctuel,1,catalan
Très bon accueil. Chambre conforme aux descriptifs.,1,catalan
Perfect ! What else ...,1,english
Studio cosy proche de tout quartier très sympa,1,catalan
Beautiful setting. Extremely responsive.  Great stay!,1,english
Muy bonito departamento.,1,catalan
excellent host,1,english
Correct et calme,1,catalan
"L'apartament es acollidor i tranquil, els 5 pisos pesen un poc pero sols ho feiem una vegada al dia. Bona relació qualitat preu. Mathieu va ser molt amable amb nosaltres. Molt fàcil contactar amb ell. ",1,catalan
"Super quartier, idéalement placé, merci galliane",1,catalan
"Calme et central , hôte très accueillante et arrangeante , merci !",1,catalan
Merci Clémence,1,catalan
Bel appart !,1,catalan
quartier sympa,1,catalan
Super we à paris!,1,catalan
"Una estada molt recomenable, molt ben situat en una zona tranquila però prop del centre de la ciutat.",1,catalan
All Perfect!,1,catalan
"Studio très bien situé, quartier vivant, pleins de commerces à proximité
Petit inconvénient: un peu bruyant.",1,catalan
En general colmó las expectativas.,1,catalan
Bel appartement. Quartier cool,1,catalan
"Nickel ! Propre et calme. J'ai passé une super nuit. Je recommande.  
(Je n'ai pas eu l'occasion de rencontrer Sarah)",1,catalan
Joli petit studio bien situe. Contact avec Jonathan sympathique.,1,catalan
Alles perfekt! F,1,catalan
"Beautiful, special appartement",1,catalan
Superbe hôte. Appartement très bien situé. Je recommande !,1,catalan
"L'apartement de la Mai Anh està molt ben situat i és molt agradable, tant pel lloc on està situat, com per la decoració i distribució de l'espai. Té tot el necessari per passar-hi uns dies.  L'espai és una mica just per a  7 persones, però suficient.",1,catalan
Petit studio tres bien situé et Aïda est très arrangeante . Je recommande,1,catalan
Great appartment at a perfect spot.,1,english
"Excellent justa as described, a must if you plan to visits Paris",1,english
Beautiful apartment. Made us feel like real Parisians for a few days.,1,catalan
"Super accueil, vraiment très sympa...
À recommander.",1,catalan
Bona comunicació amb el propietari. Ubicació perfecte. Apartament net i còmode.,1,catalan
위치가 정말 좋습니다. 저는 Le Bus Direct를 이용하였는데 버스 정류장이 정말 가깝습니다. 개선문 바로 근처라 동네도 조용하고 안전합니다. 엘리베이터가 없는 3층 집이니 참고하세요. 그리고 집이 정말 좁습니다. 평소에는 쇼파로 사용하는 접이식 침대를 펼치면 집 하나가 꽉찹니다. 그리고 화장실 문이 없습니다. 변기와 샤워기가 있는 공간이 있고 그 공간만 약간 높게 되어 있어서 문 없이 구분만 되어 있습니다. 전반적으로 혼자 여행하시는 분들에게 좋을 것 같습니다. 수건은 게스트 1명당 1장만 제공되고 샴푸나 비누 등 어매니티가 없으니 챙겨 가시는 것을 권장합니다. 화장실과 집안 공간 구분이 없어서 그런지 집 자체가 습해서 좀 눅눅합니다. 세탁기가 있기는 하지만 빨래가 마르지 않아 빨래 하기에는 적합하지 않습니다. 침구류와 집안 자체도 엄청 청결하진 않았습니다. 예민하신 분들이라면 거슬리실 수도 있으실 것 같아요. 하지만 저렴한 가격과 좋은 위치가 큰 장점입니다. 잘 머물다 갑니다.,1,catalan
Perfect stay in a perfect environment!,1,english
깨끗하고 조용한 숙소여서 편하게 잘 쉬었네요. 지하철 RER C를 타시면 관광 명소에 빠르게 다니실 수 있어요. 저는 그걸 모르고 버스타고 다녔습니다.,1,catalan
Great stay. Great apartment.,1,english
"Merci ... excellente,  a recommander!!!",1,catalan
Good location. Easy access. Restaurants nearby.,1,english
"PETIT,  LIT COINCE ENTRE MUR ET PLACARD (qui est cassé donc pas de cintres ni commode)
CUISINE BIEN EQUIPEE
PETITE DOUCHE IMMEUBLE SONORE 
CLAIR ET ENSOLEILLE 
communication par SMS avec Lola",1,catalan
"Super studio pratique et agréable 
Confort très correct",1,catalan
"Monolocale bellissimo e pulito. Portinaia gentilissima e disponibile. Qualità prezzo giusta. Posto strategico vicino a Metro Ternes, con un  solo cambio sei nei punti principali di tutta la città. Ci sono stata 5 giorno insieme ad una amica, ci siamo trovate benissimo. Consigliatissimo.
E poi ha un ottimo phon.",1,catalan
Accueil très amical de la part de Lauryane. Studio bien équipé.,1,catalan
"Laurent的房子非常赞,拍摄的照片稍暗,实际宽敞明亮又干净｡他和他妻子Patricia给我们提供了周到细致的接待和讲解｡他们非常好沟通,可以排进我遇到的最佳房东前三名｡
房子所在街区相对安静､安全,周边有多家超市､餐厅,自己买来做一顿晚餐是不错的选择｡距离地铁站､埃菲尔铁塔等在步行10-20分钟范围｡公寓有电梯,太加分了｡",1,catalan
"L'appartement de Gwen est propre et spacieux.  La vue est exceptionnelle. Le balcon très appréciable. ..Gwen est ponctuel et facile. A 2 pas de Belleville et Jordan,  quartiers vivants et branchés",1,catalan
Very excellent ~ definately 5/5 stars,1,english
Toufik est très accueillant. Sa chambre est très bien placée. Au plaisir de se revoir :),1,catalan
"L'apartament era el que esperàvem;  una mica massa petit per a 4 persones. El fet de ser una planta baixa fa que sigui una mica indiscret quan obres la finestra que dóna directament al carrer. No ens van deixar fer servir els armaris per a la roba argumentant que ja hi havia roba per als propers hostes. En un lloc tan petit això es troba a faltar. 
La situació era bona i a prop del metro, en un carrer una mica degradat.",1,catalan
"Super hôte 
Super appart ❤
Super quartier ",1,catalan
Excele te. El sofa comodisimo y ubicacion perfecta en 10 min cerca de todo. Recomendable,1,catalan
As per description. Great location.,1,english
"Super hôte. Appart très sympa, emplacement idéal, et très bonne hospitalité. Je recommande fortement!",1,catalan
Calme. Bien situé. Simple. Design. Pratique. On y retournera,1,catalan
Alles top !,1,catalan
"Je le recommande. 
Excellent service.",1,english
Chambre conforme au photo et personnel agréable .,1,catalan
MERCI POUR CET ACCEUIL.,1,catalan
"Super hôtel, tant par la déco que par l'accueil.",1,catalan
A delightful stay in a perfect location!,1,english
"Super appart, n’hésitez pas !",1,catalan
"十分感谢Georges and Carole的热情接待｡虽然这栋房子的入口十分容易找到,但是Georges还是坚持在路边等我们,还帮助我把行李拿上楼｡他和他妻子热情地向我们介绍房子内的厨房用品等等,一切都十分完善并且整洁｡
重点是Georges给了我们的巴黎之行非常完美的小建议,让我们得以非常方便的享受到了 Le Marais区非常特色的cafe, market和一些景点｡
Georges的公寓交通非常方便,无论是地铁还是巴士或者步行,都十分简单方便｡公寓周围有数不清有特色的cafe或餐馆,短短5天时间根本无法完全体验周围以及巴黎这座城市的魅力!
再次感谢Georges和Carole,感谢他们干净舒适的公寓,强烈推荐给大家!",1,catalan
"SUPER ACCEUIL. APPARTEMENT AU TOP AU NIVEAU DE LA LOCALISATIION ET DE l'ENTRETIEN DES LIEUX.

JE RECOMMANDE VIVEMENT CETTE ANNONCE.

BRAVO",1,catalan
"Excellent! Rien a dire. Deco, Propreté et accueil impeccable. Merci Cynthia.",1,catalan
"Clean. Charming. Well located. Metro, supermarkets, restaurants, (Website hidden by Airbnb) door step. Vraiment parisien.",1,catalan
Chambre très calme. Hôtes attentionnés. Quartier sympa. Métro 2 min,1,catalan
"Todo perfecto.
Muchas gracias.",1,catalan
Un buen sitio para descansar a gusto después de disfrutar de la ciudad de París.,1,catalan
Tolles Apartment!,1,catalan
"Bien situé!
Merci",1,catalan
Convenable . merci,1,catalan
"Appartement sympa, bien situé.",1,catalan
Tot perfecte! Però no estem acostumats a tenir el WC fora!,1,catalan
"Super hôtes, quartier calme, l'appartement est super. Je recommande vivement !",1,catalan
Super accueil... Appart nickel !,1,catalan
Joli petit studio dans quartier sympa,1,catalan
Conforme à nos attentes.,1,catalan
SJ est très sympa et efficaces,1,catalan
Appartement Super!,1,catalan
"studio très propre,situé dans un quartier calme,proche transport en commun,a recommander si vous venez a paris",1,catalan
Perfect !!!!,1,english
Beautiful apartment right bare Gare de Lyon! Super friendly cat. Definitely a pleasant stay!,1,catalan
"Logement très propre, bien organisé et en position stratégique ! Appartamento molto pulito, funzionale ed in ottima posizione per visitare Parigi! Super!",1,catalan
"Photos conformes, appartement très bien situé.",1,catalan
Un pis petit però acollidor. Mol ben comunicat i amb els serveis indispensables per la nostra estada.,1,catalan
"Apartament molt net i moooolt ben situat, perfecte per dues persones",1,catalan
Excellent emplacement. Apportez votre café !,1,catalan
"Clara 人很好,房子住起来特别舒适,超级满意的旅途｡",1,catalan
Merci Chloé !,1,catalan
"Es un apartament perfecte. Nosaltres anàvem amb els dos fills i ha sigut genial. Molta claror, molt ben equipat i la terrasseta es fantàstica!! A més en Laurent és un noi molt atent i ens ha ajudat molt.",1,catalan
Cozy space in a perfect location!!,1,english
Apartament molt ben ubicat i molt comode,1,catalan
Ubicació perfecte. Sense sorolls .a prop del metro i parades bus. Supermerct a 100 metres.,1,catalan
Top ! Parfait. Merci Caroline,1,catalan
Apartamento increible. Magnifico. Buenas personas,1,catalan
Fouadi est très gentil!,1,catalan
Appartement sympa avec hote tres conciliante.,1,catalan
Chambre spacieuse avec espace travail quartier calme tres bien situe proche metro.  Tres bon accueil de Guillaume,1,catalan
Se avete problemi di allergia evitate l'appartamento di Benoit ...,1,catalan
Great apartment. Recommend!,1,english
"Estadia excelente. El departamento es muy confortable y muy limpio, con excelente ubicación. Tiene toda la vajilla nueva y variada, lavarropas y lavavajillas que hace la estadía muy cómoda. Ducha, sábanas y cama excelentes! Recomendable 100%. Gracias Vanessa muy amable y predispuesta!",1,catalan
"Cozy, silent. Perfect!!",1,catalan
"Appartement très spacieux, très arrangeants",1,catalan
All Nice. Hosts excellent,1,catalan
"Super appart, colocs très cools, Orane exceptionnelle",1,catalan
離地鐵很近價格便宜是cp值很高的地方 就是如果有行李要搬上四樓,1,catalan
"Super endroit, contact très facile. Je recommande",1,catalan
"Una troballa inesperada, molt agradable, millor en la realitat que en les fotos!
Cécile és la perfecta amfitriona. Es va preocupar que tot estigués perfecte, ens va ajudar en tot allò que varem necessitar.
Molt i molt recomanable!!
Gràcies per tot Cécile!!!",1,catalan
"CDG 공항에서 한 번에 가는 RER B와 가까운 곳에 위치했다. 근처에 메트로가 2개가 더 있어 교통이 좋은 편이다. 도보 20분 거리에 방브 빈티지 마켓으로 걸어갈 수 있고, 도보 8분 거라에 훌륭한 공원도 있다. 맛있는 베이커리도 있고, 식재료를 살 수 있는 곳도 많았다. 
체크인 시 차근차근 설명해줬고, 집은 무척 깨끗했다. 식기 세척기, 세탁기 등 모든 것이 잘 작동했다. 
다만, 4층까지 엘리베이터 없이 올라가는 건 힘들었다. 에어컨이 없지만 6월 날씨에 힘들딘 않다. ",1,catalan
Molt bona experiència,1,catalan
"Bellissima casa!! Molto confortevole con tutti i comfort per uno splendido soggiorno.
Posizione ottima (metropolitana Marcadet-Poissonniers linea4), comoda per ogni tipo di spostamento nella città.
Clémentine è davvero disponibile e gentilissima!",1,catalan
"Joli, propre, lumineux, chambre calme, quartier de rêve !",1,catalan
Una experiencia pésima,1,catalan
Je pense qu'Antonietta n'a pas le temps de s' occuper correctement de ses hotes,1,catalan
Great location! Cute studio apartment.,1,english
Une super chambre avec des hôtes très très accueillants!! Au top!! Je recommande vivement!,1,catalan
"Chambre trés bien recommandée
Merci",1,catalan
"Logement propre et calme.
Marie est très discrète.
Je recommande vivement",1,catalan
Merci Beaucoup,1,catalan
"Anfitriona excelente. Sin duda alguna, 100% recomendable!",1,catalan
tres bien . A recommander,1,catalan
"Bel appart, spacieux, bien situé ",1,catalan
"Bel appartement, très bien desservi. Très réactif en cas de questions. ",1,catalan
Charmant studio tres bien localise,1,catalan
"La vérité est que la maison est magnifique et parfaitement située. L'hospitalité de Kathou est géniale. Je le répéterais certainement

The truth is that the house is beautiful and perfectly located. Kathou's hospitality is great. I would certainly repeat it

La verdad es que la casa es mucho mejor que en las fotos y está maravillosamente localizada. La hospitalidad de Kathou es perfecta. Sin dudarlo, repetiría de nuevo",1,catalan
Todo perfecto! Celine encantadora siempre disponible!,1,catalan
Super accueil ! On recommande fortement !! Merci,1,catalan
"Nice family, cool apartment",1,catalan
Super sympa :) merci encore Guy,1,catalan
"Excelente atención.
Nuestro vuelo llego temprano y Maurice nos permitió hacer el checkin de forma anticipada.
A pesar de no pedirla, nos brindaron (detalle destacable) una cuna para mi hija.
El departamento es increíblemente bonito.",1,catalan
Excellent. No complaints.,1,catalan
excellent stay,1,english
Merci a Pierre c'est un hôte a recommander.,1,catalan
Emplacement exceptionnel ! Je recommande vivement ! Pierrick est très réactif ! Seul petit - : les nombreux escaliers !,1,catalan
Appart sympa et Julien est très reactif,1,catalan
Centrale per spostarsi,1,catalan
"És un pis Fantàstic Molt ben cuidada hi ha molt a prop de l'estació de metro, ets pot desplaçar per tota la ciutat amb  molta facilitat, està en un barri molt acollidor",1,catalan
"Excellent: accueillant, propre, bien situé.",1,catalan
"tres bonne adresse.Appart cosy ,tres bien situé",1,catalan
"Amazing Paris experience!!!
Super nice area with no tourist trap around! 
Supermarket: Franprix. Night food: kebab till late. Underground: super close! Jules Joffrin Station.
Buy the Navigo card at the airport for transport.
Walk distance from Montmartre church. 
I'm 1.85m and moved well in the apartment.  =p
Ahmet and Maria are great guests! Want to come back soon! 
---
Ótima experiência parisiense!!!
Área muito boa sem agito turístico em volta. 
Supermercado: Franprix. Comida da noite: kebab numa esquina perto. Metrô: super perto. Estação Jules Joffrin. 
Compre o cartão Navigo assim que chegar no aeroporto para transporte na cidade! 
Dá pra ir a pé na Montmartre. 
Tenho 1.85 e me virei bem no apê haha .
Ahmet e Maria são ótimos anfitriões! Quero voltar logo! 
---
Perfecta experiencia de Paris!
Muy bueno barrio sin turismo frenético a vuelta. 
Super: Franprix.  Comida de rua: kebab cerca de casa. Metrô Jules Joffrin cerquita!
Comprar la tarjeta Navigo en el aeropuerto.  
Caminas bien hacia Montmartre. 
Tengo 1.85m e fui bien en la casa. 
Ahmet y Maria son muy buenos anfitriones! Espero volver pronto. 
Ricardo",1,catalan
Super appart ;) !,1,catalan
Super nice :),1,catalan
Jérémy est sympa et arrangeant. Studio très calme.,1,catalan
Bel appartement bien situé. Cela nous a permis de visiter Paris facilement.,1,catalan
"L'apartament és molt espaiós, tot exterior I molt net, perfecte per a una família. Està molt ben comunicat, amb serveis I vàries parades de metro molt a prop. Està a tocar d'una zona comercial I d'oci. Per accedir a l'apartament hi ha escales, però no és cap inconvenient. Tot I que no vam conèixer l'Elvire, era fàcil contactar amb ella. L'única cosa és que no hi havia aire condicionat I vam passar calor.
Malgrat tot, vam estar molt bé, el recomano!
",1,catalan
Super emplacement!,2,catalan
"Très bon accueil, chambre très propre et confortable chez l'habitant. Je recommande",1,catalan
