comments,N,lang
"Super lokalita, blízko metro, rer, market. Všude čisto, dostatečně vybavené. Klid na spaní. Chybělo jen rádio nebo tv a wifi.",1,czech-iso8859_2
Great place. Very nice host!,1,czech-iso8859_2
Very nice house!,1,czech-iso8859_2
Nice hotel,2,czech-iso8859_2
Very nice neighborhood!,1,czech-iso8859_2
We had a very nice stay.,1,czech-iso8859_2
"숙소는 조용하고 안전한 곳에 위치하고 있으며 너무 깨끗하고 아침마다 제공되는 식사도 훌륭했습니다. 공항에서 Roissy bus타고 오페라역에 내려서 택시로 이동했고, 우버로 6-7유로면 도착하는 거리에 있습니다. 안전한 주택가에 위치하고 에펠탑까지 도보로 이동가능한 점 등 파리에서 에어비앤비를
다시 하게 된다면 꼭 다시 찾고 싶은 숙소입니다.",1,czech-iso8859_2
Best place to stay in Rivoli Street !,1,czech-iso8859_2
Nice Apt.,1,czech-iso8859_2
"Byt je velice malý, ale velmi roztomilý a čistý, s moderním vybavením. Pro krátkodobé pobyty je to skvělý výběr. Lokalita nás příjemně překvapila. V okolí je spousta možností k nákupu a většina zajímavých památek je v docházkové vzdálenosti. Byt je velice blízko ke stanici metra, což je další plus. Komunikace s hostiteli byla také výborná, oba hostitelé byli neustále na přijmu a velice milí. Při příští návštěvě Paříže bychom se určitě rádi vrátili znova.",1,czech-iso8859_2
BON SEJOUR POUR NOUS.,1,czech-iso8859_2
Very Nice place,1,czech-iso8859_2
"pohostinnost byla skvělá, vstřícné chování, malý ale hezký byt pro milující pár.",1,czech-iso8859_2
"房间地理位置超级棒!离市中心很近,晚上还很安静,每天下午旁边的教堂还会有钟声响起｡ELiza也是一位非常nice的房东,最后check out时间还延长了很久!很适合情侣出游哦~强推!",1,czech-iso8859_2
Nice Place! Nice Host!,1,czech-iso8859_2
"Ubytování splnilo očekávání. Malé útulné studio v osmém patře bez výtahu. Přístup po venkovním točitém schodišti je po celodenním výletování sice náročný, ale zároveň i cool a specifický. Schodiště je krásné. Je to low cost bydlení a jako takové funguje jak má. Lucy je příjemná mladá studentka, co se o své hosty stará velmi dobře. Děkujeme :)",1,czech-iso8859_2
Great place. No problems,1,czech-iso8859_2
Smooth stay.,1,czech-iso8859_2
Very Nice place!,1,czech-iso8859_2
"Úžasný pobyt. Byt byl velmi útulný a dostupnost do centra byla bez problémů, hned u domu je metro 7, které vás dovede ke všem důležitým památkám a zajímavým místům v centru města. Hostitelka je velmi pohostinná, milá a komunikativní. Mohu jen doporučit.",1,czech-iso8859_2
Nice stay! Merci beaucoup,1,czech-iso8859_2
Very nice Apt.,1,czech-iso8859_2
Bárbaro todo,1,czech-iso8859_2
"Velmi čistý byt, stylově zařízený, moderní design v historickém domě, vkusná kombinace, prostorný. Adresa v klidném a romantickém prostředí, kultura na dosah. Praktické vybavení pro návstevniky včetně turistických informací.
Doporučuji a ráda se sem vrátím. Celine je skvělý hostitel, doporučuji. Hodně štěstí. Moje první návstěva Paříže byla úžásná díky Vašemu zázemí.",1,czech-iso8859_2
"Ubytování na skvělém místě.  Pohotová komunikace s hostitelem,  čisto, naprosto bez problémů.",1,czech-iso8859_2
"Úžasné místo, když se chcete procházet po Paříži a stačí vám malý byteček na přespání :)",1,czech-iso8859_2
Very lovely place,1,czech-iso8859_2
vey nice place,1,czech-iso8859_2
"Prostorný, čistý, slunný byt kousek od metra. Hned vedle minimarket. Komunikace s Clementem výborná, vše bez problémů. Jako správný hostitel nám vychladil pivo a víno, takže jsme si hned po příjezdu mohli vychutnat pohled z terasy a upíjet víno :)",1,czech-iso8859_2
"Malý útulný byt ve starším domě s naprosto ideální polohou minutu chůze od stanice metra, kam se sbíhají tři linky. Velký obchodní dům včetně obchodu s potravinami je přes silnici naproti. Oceňujeme věcnou, přesnou a rychlou komunikaci i zajištění příchodu i odchodu z ubytování. Krátký pobyt jsme si užili.
Upozorňujeme na možná úskalí pro cestovatele s malými dětmi. V domě je výtah s omezeným přístupem. Protlačit a vyvézt kočárek se nám naštěstí podařilo. V bytě jsou okna nízko u podlahy bez efektivních zábran, hrozba vypadnutí malého dítěte otevřeným oknem je tak extrémní.",1,czech-iso8859_2
Very nice apt,1,czech-iso8859_2
Nice house nice guys,1,czech-iso8859_2
"Skvělé místo, kousek od metra a Sacre-coeur.",1,czech-iso8859_2
Nice house!!!!,1,czech-iso8859_2
"Naprosto perfektní. Malinkatý byt, ale na euro víkend naprosto perfektní (sprcha, ručníky, wc, postel) vše čisté. Ve skvělé lokalitě, za nás bez chyby ",1,czech-iso8859_2
"대중교통 이용하기 편리한 위치, 주변이 한적해서 좋았다.",1,czech-iso8859_2
"Dobrá lokalita. Dobrá komunikace s hostiteli. Nebylo uklizeno při mém příjezdu (odpadky v koši, špinavá kuchyň, neumytá koupelna, ložní prádlo na zemi ...)",1,czech-iso8859_2
"S ubytováním jsme byli velmi spokojeni. V blízkosti 2 zastávek metra se dostanete kamkoliv. Pekárna hned pod bytem, takže si můžete zajít na vynikající snídani. V blízkosti jsou i restaurace a obchody. K tomu všemu krásný výhled na noční věž. Pokoj je malý, ale pro dva bohatě dostačuje.
Doporučuji.",1,czech-iso8859_2
"Malý, ale čistý byt na velmi rušné, ale turisticky atraktivní adrese, opravdu jen pár kroků od Moulin Rouge a Montmarteru. Byt vhodný spíše jen na přespání (skromně zařízená kuchyň, málo prostoru...). Poměr cena/výkon odpovídá, doporučuji. ",1,czech-iso8859_2
Very very nice host!!,1,czech-iso8859_2
Very nice loft,1,czech-iso8859_2
So nice house!,1,czech-iso8859_2
"je to v srdci Paříže , velmi čisté , vkusně zařízené , Khalid vždy ochotný poradit nebo s něčím pomoci - grocery obchod velmi blízko , vedlejší ulice každý den tržnice - restaurace všude okolo jako v celé Paříži. Tady se cítíte jako rozený Pařížan , Pigalle , Montmarte ,Sacre cour , Champs Elysees , Etoille ,park Monceou asi 15 minut chůze . Paříž si s pobytem u Dominique zamilujete",1,czech-iso8859_2
"Byt je mensi, ale utulny. Dobra dopravni dostupnost do centra. Kolem je trochu zivo, ale zase idealni na veceri v nejake mistni restauraci. V novi mi chybeli zavesy na zatazeni, svetlo z poulicni lampy osvetluje celou mistnost. Hostitelka byla moc mila a ochotne poradila. Doporucuji.",1,czech-iso8859_2
Very Nice place to stay,1,czech-iso8859_2
"交通便利,步行至地铁站和C线很方便,去大铁塔和凡尔赛宫非常便利,到桥头的C线Javel站即可乘车｡四周商业发达,很多超市,还有一家中餐馆｡房间很大,厕所稍小,淋浴室需要更换窗帘,不然洗澡有些尴尬,好在窗外只是幽静的公园｡中国人可能稍微觉得羞涩｡主人很安静,虽然同住,但不影响客人,为人随和的小姑娘｡",1,czech-iso8859_2
Nice loud place,1,czech-iso8859_2
Such a lovely place. Thank you very much !,1,czech-iso8859_2
"Perfektní lokalita za dostupnou cenu, je to v podstatě hotel, takže máte 24/7 přístup k hotelovým službám, kde nám ochotně vytiskli například vstupenky do muzea. Nevýhodou je ovšem společná koupelna a záchod na chodbě, takže si člověk neužije tolik soukromí, obzvláště v pobytech ve dvou.",1,czech-iso8859_2
"pobyt zde byl krásný
jen malinko jsme zpočátku tápali kde najít v ulici ten pravý dům.",1,czech-iso8859_2
Very nice host.,1,czech-iso8859_2
Výborná lokalita.,1,czech-iso8859_2
lovely,1,czech-iso8859_2
Best Place,1,czech-iso8859_2
me gusto mucho,1,czech-iso8859_2
"Skvělá poloha ve městě, útulný byt a příjemná hostitelka.",1,czech-iso8859_2
"집에 막 도착했을 때 개미 때가 집 안에 있었어요. 아마 창문 쪽에서 타고 올라온 것 같아요. 집안 개미를 모두 죽여도 계속 생겨서 힘들었는데 집안에서 살충제를 찾아서 그걸 뿌리니까 더 이상 나타나지 않았아요. 그 이후에는 하나도 없어서 괜찮았어요. 그 전 사람들이 냉장고를 조금 더럽게 써서 한번 정리와 청소를 하고 사용했었어야 했어요. 이 외는 너무나도 좋고 쾌적하고 시원하고 편안했습니다. 위치도 조용하고 적절했고, 호스트도 너무 친절히 잘 케어 해주었습니다. 추천해요. Such a nice place to stay :)",1,czech-iso8859_2
Hezké ubytování kousek od stanice metra. Na místě bylo vše co jsme potřebovali,1,czech-iso8859_2
"Typický malý pařížský byteček s veškerým vybavením, kouzlo orientu a k dispozici malá kuchyňská linka:) Čistá koupelna. Vlhké prostředí, plno věcí všude kolem ale uklizeno. Pro přespání a uvaření něčeho rychlého je dostačující. Dobré dopravní spojení všude kolem-kamkoliv. Komunikace s Jessicou perfektní, vše probíhalo podle instrukcí :)",1,czech-iso8859_2
Very nice host !thank you Chloe:),1,czech-iso8859_2
Very nice hosts.,1,czech-iso8859_2
"Ubytování splnilo naše očekávání. Byt je čistý, prostorný, dobře vybavený, pohodlný, potěšila nás myčka i sušička. Okolí je příjemné, v blízkosti se nachází spousta restaurací, metro je také kousek.",1,czech-iso8859_2
Daviduv apartmán je velice hezky a útulný.  David je skvělý a pečující  hostitel.,1,czech-iso8859_2
"Adamův byt má svůj osobitý styl a kouzlo, nachází se v bezpečné rezidenční čtvrti 3min. od samoobsluhy a 4min. od stanice metra Porte Dauphine. Adam velkoryse nabídl prostory svého bytu. Byt má příjemnou terasu a přímý vstup na střechu, ze které je vidět Eiffelovka:-)",1,czech-iso8859_2
"It’s a Hotel. Small, but nice Hotel. ",1,czech-iso8859_2
Very Nice place !!,1,czech-iso8859_2
"에펠탑을 볼 수 있는 샤이오궁을 도보로 5분이면 갈 수 있습니다. 동네도 매우 안전하다는 느낌을 받았습니다. 숙소에서 도보로 1분거리에 큰 마트가 있습니다. Jan은 매우 친절했습니다. 방은 6층에 있지만 엘리베이터가 있어서 매우 편리합니다. 다만, 파리의 여느 아파트가 그렇듯이 건물이 매우 낡았습니다. 샤워실이나 주방, 거실은 2층 아래에 있어서 사용하기가 불편합니다. 와이파이도 방에서는 가능하지 않고 아래층에 내려가야합니다. 그 외에, 침대의 길이가 다소 짧은 것 같습니다. 164cm인 제가 사용할때 딱 맞았기때문에 키가 큰 남성분에게는 작을 것 같네요. 종합적으로, 짧은 파리여행에 가성비 좋은 숙소인 것은 분명합니다.",1,czech-iso8859_2
"Lokalita příjemná, v blízkém dosahu je metro, restaurace i bary také v blízkém dosahu. Hostitelka se s námi, ale bohužel nesetkala, ani při příjezdu ani při odjezdu. Komunikace, ale probíhala rychle a i předání klíčů v blízké lékárně bylo v pořádku. Nebyly k dispozici ručníky ani ložní prádlo a nešlo otevřít okno. 
Paříž je krásná, ale asi bychom už zvolili větší byt, než toto studio.",1,czech-iso8859_2
Nice Place !,1,czech-iso8859_2
Verry nice,1,czech-iso8859_2
"Nice place, nice neighborhood.",1,czech-iso8859_2
"公寓在战神广场旁边,周围有超市,地铁站和公交站,生活很便利｡公寓两个人住足够了,有个小厨房｡LadyK很耐心,给了我们很多建议,最后还帮助我们寄存了行李｡在巴黎度过了非常美好的时光｡",1,czech-iso8859_2
Nice stay~,1,czech-iso8859_2
"Mariana je velice milá a vyšla nám vstříc ve všem co jsme potřebovali. Ubytování je moc hezké, čisté a moderně zařízené. Bylo tam vše co jsme potřebovali.Určitě se příště u Mariany opět ubytujeme. Stanice metra je od bytu pěšky asi 5min.a metrem do centra Paříže cesta trvá cca 20min. U stanice metra jsou potraviny Mini Carrefour otevřené do 23h., lékárna a další obchody. Kousek od bytu je pekárna. S ubytováním jsme byli moc spokojeni.",1,czech-iso8859_2
"Ubytování u Mariany bylo skvělé. Byt byl čistý, tichý a stylově zařízený. Hostitelka se neustále zajímala jestli je vše v pořádku a nic nepotřebujeme. Lokalita není přímo v centru, ale poblíž je plno restaurací a obchodů a metrem jste v centru za 15 minut.",1,czech-iso8859_2
Very nice! No problem.,1,czech-iso8859_2
molt bé tot,1,czech-iso8859_2
As promised.,1,czech-iso8859_2
Very nice你一定不會失望的!!!一切都很好,1,czech-iso8859_2
Top notch host,1,czech-iso8859_2
Not a bad place to stay,1,czech-iso8859_2
Nice Host,1,czech-iso8859_2
Nice to stay,1,czech-iso8859_2
"Ubytování bylo krásné nově vybavené, ale trošku horší postel(rozklásací gauč), který měl menší prohlubeň, ale dalo se to vydržet. Komunikace s hostitelkou byla výborná. Mohu jen doporučit. Byt se nachází asi 50m od zastávky metra a 20m od supermarketu takže vše výborné.",1,czech-iso8859_2
"Nice place to stay, very close to 艾菲尔铁塔",1,czech-iso8859_2
"Úžasná poloha. Lepší, než jsme původně čekali. Hlavní v pěším dosahu. Super čtvrť. Příjemné ubytování.",1,czech-iso8859_2
"Pobyt u Valerie jsem vybrala pro svého syna a jeho přítelkyni jako dárek k  narozeninám. Vrátili se moc šťastní a spokojení. Ubytování byli skvělé, jak svou lokalitou, tak bezproblémovou komunikací. Jako největší přednost vidím časovou flexibilitu při nočním příjezdu. Děkujeme moc za všechno, Valerie ☺️",1,czech-iso8859_2
So lovely house!,1,czech-iso8859_2
Malo,1,czech-iso8859_2
"Byt je nádherně čistý a pravděpodobně v nedávně době i rekonstruován. Ve vybavení bytu je vše co člověk potřebuje i navíc oproti jiným. Vše od majitelky zajištěno včetně čistých ručníků,sprchového gelu,dostatek toaletních potřeb, (Website hidden by Airbnb) pár nebo jedince ideální varianta. Velice blízko na metro - přímá linka na Trocadero(eiffel tower). V okolí 2 větší obchody, pekárna, kde si každé ráno i večer člověk zajde pro teplou bagetu - 3min pešky +-. Komunikace bez problémů a předání proběhlo v domluvený čas. Celková spokojenost.",1,czech-iso8859_2
Very nice hotel,1,czech-iso8859_2
"Tamar byla vždy vřelá, odpovídala na naše dotazy a odepsala vždy rychle. Byt je skvěle vybavený a velmi čistý. Nejlepší je podle nás lokace, k Eiffelově věži lze dojít za 30 minut, napojení na metro je skvělé. V blízkosti je supermarket, za rohem pekárna a v ulici také skvělé podniky pro večerní i denní posezení nad dobrým vínem nebo jídlem. Domov jsme navštívili ve velmi horkých dnech a jeho jedinou nevýhodou bylo horko, které se v něm drželo i v noci. Pro ch",1,czech-iso8859_2
Velmi stylový a čistý byt odpovídající nabídce. Jediný problém byl žádný uložný prostor a žádné místo pro odložení oblečení. Jinak Julia je velmi milá a nápomocná a její ubytování mohu doporučit každému.,1,czech-iso8859_2
Nice house in a nice Paris zone. Nice stay,1,czech-iso8859_2
lovely stay!!!,1,czech-iso8859_2
"Všechno v pořádku, soukromí, dobrá komunikace a velmi dobrá lokalita v centru Paříže",1,czech-iso8859_2
"Dobré místo pokud chcete navštěvovat pamatky  a toulat se po centru Paříže. Vynikající dostupnost z letiště CDG vlakem 10e, dále potom metrem, cca 3min chuze k metru. 
Blískost menšího obchudku(potraviny pití atd) cca 150m, víborná restaurace(pizza) cca150m na stejné ulici.
Ubytování není nijak obrovské, ale naprosto dostačující, příjemné, čisté, hostitel vstřícný pohodový, samostatný přístup, dostatečně bezpečné, elektro zamek a klič.
Vybavení wifi, tv, konvice, šálky na čaj kávu, fén, mýdlo, šampon, ručníky, sprcha, toaleta, umyvadlo samostatně jen pro hosty vše ok.",1,czech-iso8859_2
J’ai adoré,1,czech-iso8859_2
"Nice Flat, very stylish!!!!!!!!!",1,czech-iso8859_2
"Všechno v pořádku, mohu doporučit :)",1,czech-iso8859_2
"Vynikající místo obklopené restauracemi, obchody a bary. Po celou dobu jsem měl auto zaparkované před domem. 0.60eur. za hodinu.Neděle zdarma.Dobrá volba.",1,czech-iso8859_2
"Krásné ubytování s možností si uvařit což jsme rádi uvítali. Byt je nedaleko zastávky metra, takže není problém kamkoli dojet. Fabian je velice ochotný hostitel, což je skvělé, protože mu nedělá problém se i trochu přizpůsobit, například času příjezdu.",1,czech-iso8859_2
Nemusíte se obávat že by jste měli nějaké problémy.,1,czech-iso8859_2
Great stay. No problems.,1,czech-iso8859_2
Nice stay !,1,czech-iso8859_2
S.O.S,1,czech-iso8859_2
公寓的地理位置很好 东西各有两个家乐福超市 营业到9点和10点 距离凯旋门走路15分钟 接下去就是各种景点 老佛爷百货走路30分钟 距离地铁站2分钟 是2号线 地铁到里昂火车站30分钟 到河谷奥特莱斯购物村1个小时左右 乘坐地铁然后换乘rer火车 一个人的7欧元 很便宜 比班车便宜多了 公寓里面做饭用具一应俱全 房东是楼下日餐店老板 有紧急的事情也可以联系得到,1,czech-iso8859_2
"Ubytování poněkud jednoduché, ale zato skvělá lokalita a bezproblémová komunikace s hostitelem",1,czech-iso8859_2
Nice hostels,1,czech-iso8859_2
Worse host,1,czech-iso8859_2
Very close to Gare Du Nord.,1,czech-iso8859_2
Nice place. Nice host.,1,czech-iso8859_2
"Alexandrův byt je ve výborné lokalitě přímo u metra, 20 minut pěšky od Eifelovky a 20 minut pěšky od Louvre, je velmi prostorný plný krásných věcí a velmi vkusně a stylově zařízený. Chválíme čistotu i vybavenost, bylo tam vše, co jsme pro pobyt potřebovali, včetně plně vybavené kuchyně. Byt je vhodný pro rodiny s dětmi, má dětský pokoj s hračkami, dětskou jídelní židličku apod... LBF",1,czech-iso8859_2
pěkné,1,czech-iso8859_2
Very lovely stay,1,czech-iso8859_2
Good host.  Enjoyed out stay.,1,czech-iso8859_2
"Vše naprosto v pořádku, super komunikace. Všude blízko",1,czech-iso8859_2
"너무 친절하셨습니다.
에펠탑과 가까 위치 너무 좋았어요^^",1,czech-iso8859_2
"Dobré ubytování, manželská postel, vaření, káva,čisto, zahrádka, kousek od Sacre Coeur a 3 minuty od metra.",1,czech-iso8859_2
"Náš účel to splnilo - přespání a osprchování. I když byla trochu špinavá sprcha, ale na sprchování to vliv nemělo. Za tu cenu je to skvělé. Komunikace probíhala dobře. Lokalita je také dobrá: metro je necelých 5 minut chůze a v okolí je několik dobrých restaurací i obchodů.",1,czech-iso8859_2
"Nádherné místo v samém centru Paříže, to znamená výborná lokalita. Vstřícná a velice ochotná Marie, náš pobyt byl jedním slovem úžasný. Můžeme jen doporučit!",1,czech-iso8859_2
Very nice placé,1,czech-iso8859_2
"Byt byl na skvělém místě, kousek od zastávky autobusu na letište. V okolí byl i supermarket, restaurace a obchodní dům. Byt je opravdu malinký, ale na přespání dostačující, jen zdi jsou velmi tenké a tak je slyšet vše. Schody jsou hodně strmé a dají zabrat, ale na hubnutí super. Hodníme kladně.",1,czech-iso8859_2
Very nice host ! Very nice stay,1,czech-iso8859_2
Muy buena host,1,czech-iso8859_2
"Dobrá lokalita, ložnice ok, koupelna by mohla být čistší.",1,czech-iso8859_2
"Dobrá komunikace, hostitel reaguje rychle, výborná poloha hned vedle metra a RER v pěší zóně se spoustou bister a restaurací.",1,czech-iso8859_2
Had a lovely stay.,1,czech-iso8859_2
Skvělá poloha,1,czech-iso8859_2
Nice play to stay,1,czech-iso8859_2
"Pretty boy,very nice",1,czech-iso8859_2
Very nice stay ;),1,czech-iso8859_2
"I had a very good stay at Noémie’s
Place",1,czech-iso8859_2
